,name,steps,cuisine
1061,pork chop parmesan variation,"set oven for 350 degrees. pound pork thin. add fresh basil, salt and pepper to tomatoes and mix, set aside. combine bread crumbs and parmesan. dredge pork in flour, dip in eggs, dredge in bread crumb mixture. heat oil in oven proof pan and fry on medium to medium high to slightly brown pork, about 2 minutes per side. spread tomato mixture all over the top of chop. put smoked prosciutto on top of chop. bake, uncovered, for 20-25 minutes. add cheese and cook 5 minutes longer. plate and drizzle pan drippings over chops. top with arugula finished with a mixture of 1 tbs red wine vinegar, 1/2 tsp sugar and 2 tbs olive oil, whisked together. enjoy.",Italian
1062,chicken asiago soup,"in large pot over medium-high heat, heat oil. add onions and garlic and saute until light brown. lower heat and add celery, carrots, salt and pepper. saute until vegetables are tender. add rosemary and cook briefly. add broth and cooked chicken. stir in asiago and parmesan cheeses. simmer 10 minutes. adjust seasonings with salt and pepper if needed. serve immediately or cool in refrigerator. to serve: portion pasta, spinach and cheese for garnish into bottom of individual serving dishes. top with hot soup.",Italian
1063,pecorino stuffed mussels (cozze farcite con pecorino),"place prepared mussels into a large saucepan with 1 cup water. bring to the boil tossing mussels until the shells open (discard any mussels that do not open). drain and remove mussells. take the top shell off the mussels. heat olive oil in a saucepan, add spring onions and garlic, cook for 1-2 minutes until tender. stir in tomato paste, water, vinegar and pepper. spoon 1 teaspoon of the tomato mixture onto each mussel, sprinkle with bacon and cheese. place under a hot grill and cook for 3-4 minutes. serve garnished with herbs.",Italian
1064,pasta pascal,"in a medium skillet over medium-high heat, saute garlic in oil 1 to 2 minutes. stir in onion and cook 2 minutes more. stir in oregano, basil, salt, and pepper. reduce heat to medium-low heat and let simmer. bring a large pot of lightly salted water to a boil. add pasta and cook for 8 to 10 minutes or until al dente; drain. toss hot pasta with tomato mixture; serve immediately.",Italian
1065,italian tuna fish salad,"combine all ingredients by tossing gently.  chill 1/2 hour before serving. i prefer genoa brand tuna in olive oil.  also i like to add freshly ground pepper, lots of it.  salt to taste.  oh i forgot to say i use two 5 ounce cans of tuna.",Italian
1066,green fettuccine with prosciutto and peas,"for sauce. heat oil with butter in medium saucepan over medium heat. add broth and garlic and bring to a simmer. add 1/4 cup parmesan and cook, stirring constantly, until cheese is melted and sauce is slightly thickened, about 5 to 10 minutes. add peas and continue cooking until barely tender;season with salt and pepper. keep warm. cook pasta in large amount of rapidly boiling water until al dente;drain well. return pasta to pot with remaining oil and butter and toss until butter is melted. add 1/4 cup parmesan and toss again. season with salt and pepper. turn into heated serving dish. top with sauce and sprinkle with prosciutto. serve with additional parmesan.",Italian
1067,ravioli w/spinach pesto,"cook ravioli according to package directions, adding squash the last 2 minutes of cooking. drain. meanwhile, for pesto, in blender container combine spinach, basil, salad dressing and 2 tbls of water. cover and process until smooth, stopping to scrape down blender as needed. toss ravioli mixture into pesto. sprinkle with cheese.",Italian
1068,pizza meatballs,"in a medium bowl, mix well the first 6 ingredients with a fork. shape into 12 large meatballs, with 1 cube of cheese in center of each, making sure that cheese is completely covered with the meat mixture. on waxed paper, coat each meatball lightly with flour. in 12"" skillet over medium heat, in hot oil, cook meatballs until browned on all sides. spoon off fat. add sauce to meatballs&amp; heat till boiling. reduce heat to low&amp; simmer for 10 minutes. serve over pasta or rice.",Italian
1069,spicy italian sausage and pasta,"brown sausage. add cream of chicken, milk and sundried tomato pesto, stir until almost comes to a boil, turn down to low and simmer 5 minutes. serve over your favorite pasta.",Italian
1070,italian ground beef dinner,"mix the first 7 ingredients. add ground beef, and 3 t parmesan and mix well. shape into 6 patties. brown patties for 2 minutes per side. mix tomato sauce and italian seasoning, pour over patties. reduce heat,cover and simmer for 15 minutes. place spaghetti on plate. add pattie, and spoon sauce over. sprinkle with remaining parmesan cheese.",Italian
1071,wonderful italian chicken wrap,"chop the chicken. throw all the ingredients together in a mixing bowl, making sure all the flavors are distributed evenly. lay the tortillas on a flat work surface and divide the mixture among them. roll them tightly securing both ends. when you are ready to serve them, slice on a bias. note: you can use grilled chicken or any of the precooked chicken breast products. i have also used pita pockets instead of tortillas. i like the tortillas better.",Italian
1072,cannellini crostini,"*note:  a word of advice: using roasted garlic mellowed the flavor. using unroasted garlic will in my opinion overpower the flavor however. do not use jarred roasted garlic. in a mixing bowl, combine the white beans, garlic, sherry vinegar, lemon juice and olive oil. add a little bit of the cooking bean liquid if necessary to help in blending. be careful not to add too much liquid though! mash the bean mixture with a fork until very smooth. if you think it is necessary to add again a very small amount of the bean cooking liquid to help in mashing, then do so. cover the bean mixture and allow to sit at least 1 hour. i recommend tasting and adjusting seasonings after standing time. heat a skillet over medium-high heat. brush each slice of bread with olive oil on both sides, and toast in the skillet until it is lightly browned on both sides; approximately 2 minutes per side. (alternatively, you can broil the baguette slices, but you need to be [[really]] careful not to burn the bread!). top each slice with some of the bean mixture. arrange the crostini slices on a pretty platter. add a sprinkle of paprika over the slices, very lightly drizzle a small amount of olive oil on top of the toasted slices,  garnish artfully with the fresh parsley and a smattering of red onion rings. serve immediately. prep and cooking times are estimated.",Italian
1073,zippy italian popcorn,"pop the popcorn according to package directions and place in a large bowl. place butter in a small bowl and top with garlic powder, oregano and red pepper flakes. place a paper towel over the bowl and microwave on high until the butter is melted. stir butter mixture to incorporate spices into the melted butter. pour butter over popped corn, add parmesan cheese and toss well. top with a little more cheese!",Italian
1074,steamed broccoli italian style,rinse the broccoli and trim off the very bottom of the thick stem. you can either steam the entire head whole or cut it up into florets. steam the broccoli (but don't over cook it). lay out on a platter. drizzle with lots of fresh lemon juice. drizzle with extra virgin olive oil to taste. (optional) add fresh minced garlic to taste. add salt and pepper to taste. this can be served either hot or room temperature.,Italian
1075,spinach and kale turnovers,"preheat oven to 375°. heat olive oil in a large skillet over medium-high heat. add onion; sauté 10 minutes or until tender and lightly browned. add garlic; sauté 2 minutes. add kale and spinach; sauté 8 minutes or until kale is tender. stir in pepper, salt, and nutmeg. remove from heat; cool slightly. stir in feta. separate dough into 8 pieces. roll each dough piece into a 5-inch circle. spoon about 1/3 cup kale mixture on half of each circle, leaving a 1/2-inch border. fold dough over kale mixture until edges almost meet. bring bottom edge of dough over top edge; crimp edges of dough with fingers to form a rim. place turnovers on a baking sheet coated with cooking spray. lightly coat turnovers with cooking spray; sprinkle each turnover with about 1 teaspoon parmesan. bake at 375° for 18 minutes or until golden brown. let stand at least 5 minutes before serving; serve warm or at room temperature.",Italian
