,steps_tokens,steps_tokens_bow,cuisine
6773,"['apply', 'a', 'little', 'ghee', 'or', 'oil', 'on', 'your', 'palms', 'and', 'then', 'mix', 'ghee', 'or', 'oil', 'use', 'ghee', 'for', 'authenticity', 'with', 'flour', 'until', 'it', 'looks', 'like', 'breadcrumbs', 'add', 'water', 'slowly', 'to', 'make', 'a', 'soft', 'dough', 'and', 'cover', 'it', 'with', 'a', 'damp', 'cloth', 'keep', 'aside', 'fry', 'the', 'dried', 'milk', 'powder', 'till', 'light', 'brown', 'add', 'almonds', 'and', 'dates', 'mix', 'well', 'and', 'fry', 'for', 'another', '2', 'minutes', 'allow', 'it', 'to', 'cool', 'pour', 'water', 'in', 'a', 'pot', 'and', 'add', 'the', 'sugar', 'to', 'it', 'stir', 'well', 'and', 'then', 'boil', 'the', 'sugar-water', 'syrup', 'until', 'it', 'is', 'of', 'one-thread', 'consistency', 'add', 'a', 'few', 'drops', 'of', 'yellow', 'food', 'colour', 'and', 'saffron', 'mix', 'well', 'keep', 'aside', 'now', 'roll', 'the', 'kneaded', 'dough', 'into', 'small', 'rotis', 'indian', 'flatbreads', 'about', 'the', 'size', 'of', 'your', 'palm', 'fill', 'half', 'of', 'this', 'with', 'the', 'dried', 'milk', 'powder', 'mixture', 'and', 'seal', 'it', 'tightly', 'with', 'the', 'other', 'half', 'twisting', 'the', 'edges', 'inwards', 'take', 'care', 'to', 'see', 'that', 'the', 'filling', 'does', 'not', 'ooze', 'heat', 'ghee', 'or', 'oil', 'in', 'a', 'wok', 'once', 'it', 'is', 'hot', 'slowly', 'put', 'in', 'the', 'gujias', 'and', 'deep-fry', 'till', 'golden', 'brown', 'on', 'either', 'side', 'allow', 'the', 'excess', 'oil', 'to', 'drain', 'out', 'on', 'clean', 'paper', 'kitchen', 'napkins', 'drop', 'them', 'carefully', 'into', 'the', 'hot', 'sugar-water', 'syrup', 'mix', 'well', 'until', 'the', 'gujias', 'are', 'well', 'coated', 'with', 'the', 'syrup', 'on', 'either', 'side', 'carefully', 'remove', 'them', 'one', 'at', 'a', 'time', 'and', 'place', 'neatly', 'on', 'a', 'serving', 'plate', 'what', 'are', 'you', 'waiting', 'for', 'go', 'ahead', 'and', 'have', 'one']","['apply', 'little', 'ghee', 'oil', 'palms', 'mix', 'ghee', 'oil', 'use', 'ghee', 'authenticity', 'flour', 'looks', 'like', 'breadcrumbs', 'add', 'water', 'slowly', 'make', 'soft', 'dough', 'cover', 'damp', 'cloth', 'keep', 'aside', 'fry', 'dried', 'milk', 'powder', 'till', 'light', 'brown', 'add', 'almonds', 'dates', 'mix', 'well', 'fry', 'another', 'allow', 'cool', 'pour', 'water', 'pot', 'add', 'sugar', 'stir', 'well', 'boil', 'sugar', 'water', 'syrup', 'one', 'thread', 'consistency', 'add', 'drops', 'yellow', 'food', 'colour', 'saffron', 'mix', 'well', 'keep', 'aside', 'roll', 'kneaded', 'dough', 'small', 'rotis', 'indian', 'flatbreads', 'size', 'palm', 'fill', 'half', 'dried', 'milk', 'powder', 'mixture', 'seal', 'tightly', 'half', 'twisting', 'edges', 'inwards', 'take', 'care', 'see', 'filling', 'ooze', 'heat', 'ghee', 'oil', 'wok', 'hot', 'slowly', 'put', 'gujias', 'deep', 'fry', 'till', 'golden', 'brown', 'either', 'side', 'allow', 'excess', 'oil', 'drain', 'clean', 'paper', 'kitchen', 'napkins', 'drop', 'carefully', 'hot', 'sugar', 'water', 'syrup', 'mix', 'well', 'gujias', 'well', 'coated', 'syrup', 'either', 'side', 'carefully', 'remove', 'one', 'time', 'place', 'neatly', 'serving', 'plate', 'waiting', 'go', 'ahead', 'one']",Indian
6739,"['mix', 'sugar', '1', '1/2', 'c', 'warm', 'water', 'and', 'yeast', 'leave', 'aside', 'mix', 'dry', 'ingredients', 'plus', 'ghee', 'and', 'add', 'sugar/yeast', 'mixture', 'knead', '5-10', 'minutes', 'into', 'a', 'semi-soft', 'dough', 'cover', 'and', 'keep', 'warm', 'until', 'double', 'in', 'size', 'divide', 'into', '18-20', 'and', 'roll', 'into', 'rounds', 'or', 'roll', 'the', 'whole', 'piece', 'of', 'dough', 'flat', 'and', 'cut', 'out', 'with', 'a', 'biscuit', 'cutter', 'deep', 'fry', 'until', 'golden', 'brown', 'on', 'both', 'sides', 'turn', 'if', 'necessary']","['mix', 'sugar', 'c', 'warm', 'water', 'yeast', 'leave', 'aside', 'mix', 'dry', 'ingredients', 'plus', 'ghee', 'add', 'sugar/yeast', 'mixture', 'knead', 'semi', 'soft', 'dough', 'cover', 'keep', 'warm', 'double', 'size', 'divide', 'roll', 'rounds', 'roll', 'whole', 'piece', 'dough', 'flat', 'cut', 'biscuit', 'cutter', 'deep', 'fry', 'golden', 'brown', 'sides', 'turn', 'necessary']",Indian
9789,"['in', 'a', 'large', 'skillet', 'heat', 'the', 'oil', 'until', 'smoky', 'add', 'the', 'chile', 'and', 'onion', 'and', 'stir-fry', 'over', 'high', 'heat', 'for', '30', 'seconds', 'add', 'the', 'garam', 'masala', 'and', 'stir-fry', 'until', 'the', 'onion', 'is', 'crisp-tender', '2', 'minutes', 'toss', 'in', 'the', 'tomatoes', 'and', 'lime', 'juice', 'transfer', 'to', 'a', 'bowl', 'season', 'with', 'salt', 'and', 'pepper', 'to', 'taste', 'stir', 'in', 'cilantro', 'serve', 'hot', 'or', 'at', 'room', 'temperature']","['large', 'skillet', 'heat', 'oil', 'smoky', 'add', 'chile', 'onion', 'stir', 'fry', 'high', 'heat', 'seconds', 'add', 'garam', 'masala', 'stir', 'fry', 'onion', 'crisp', 'tender', 'toss', 'tomatoes', 'lime', 'juice', 'transfer', 'bowl', 'season', 'salt', 'pepper', 'taste', 'stir', 'cilantro', 'serve', 'hot', 'room', 'temperature']",Indian
8981,"['boil', 'the', 'milk', 'add', 'custard', 'powder', 'vanilla', 'essence', 'and', 'sugar', 'cook', 'for', 'two', 'minutes', 'leave', 'aside', 'to', 'cool', 'prepare', 'jelly', 'as', 'pre', 'the', 'instructions', 'and', 'leave', 'aside', 'to', 'cool', 'cut', 'the', 'cake', 'into', 'two', 'parts', 'and', 'set', 'it', 'in', 'the', 'casserole', 'pour', 'the', 'custard', 'and', 'the', 'jelly', 'over', 'the', 'cake', 'put', 'it', 'in', 'the', 'fridge', 'for', 'half', 'an', 'hour', 'then', 'remove', 'it', 'and', 'spread', 'the', 'cream', 'over', 'it', 'serve', 'chilled', 'decorate', 'with', 'canned', 'fruits', 'as', 'per', 'desire', 'note', 'the', 'jelly', 'should', 'be', 'in', 'a', 'liquid', 'state', 'in', 'the', 'step', 'no.4']","['boil', 'milk', 'add', 'custard', 'powder', 'vanilla', 'essence', 'sugar', 'cook', 'two', 'leave', 'aside', 'cool', 'prepare', 'jelly', 'pre', 'instructions', 'leave', 'aside', 'cool', 'cut', 'cake', 'two', 'parts', 'set', 'casserole', 'pour', 'custard', 'jelly', 'cake', 'put', 'fridge', 'half', 'remove', 'spread', 'cream', 'serve', 'chilled', 'decorate', 'canned', 'fruits', 'per', 'desire', 'note', 'jelly', 'liquid', 'state', 'step', 'no.4']",Indian
10782,"['blanch', 'spinach', 'leaves', 'mint', 'leaves', 'and', 'corriander', 'leaves', 'grind', 'to', 'a', 'paste', 'in', 'a', 'heavy', 'bottomed', 'vessel', 'heat', 'oil', 'add', 'cloves', 'cardamoms', 'cinnamons', 'javitri', 'and', 'the', 'ginger-garlic', 'paste', 'saute', 'for', 'a', 'while', 'add', 'chopped', 'onions', 'and', 'slit', 'green', 'chillies', 'fry', 'till', 'light', 'golden', 'brown', 'in', 'colour', 'then', 'add', 'the', 'green', 'paste', 'cook', 'for', 'a', 'few', 'minutes', 'add', 'the', 'washed', 'cleanedand', 'drained', 'rice', 'then', 'add', 'the', 'water', 'and', 'salt', 'cook', 'till', 'rice', 'is', 'done', 'serve', 'hot', 'garnished', 'with', 'corriander', 'leaves']","['blanch', 'spinach', 'leaves', 'mint', 'leaves', 'corriander', 'leaves', 'grind', 'paste', 'heavy', 'bottomed', 'vessel', 'heat', 'oil', 'add', 'cloves', 'cardamoms', 'cinnamons', 'javitri', 'ginger', 'garlic', 'paste', 'saute', 'add', 'chopped', 'onions', 'slit', 'green', 'chillies', 'fry', 'till', 'light', 'golden', 'brown', 'colour', 'add', 'green', 'paste', 'cook', 'add', 'washed', 'cleanedand', 'drained', 'rice', 'add', 'water', 'salt', 'cook', 'till', 'rice', 'done', 'serve', 'hot', 'garnished', 'corriander', 'leaves']",Indian
8502,"['in', 'a', 'bowl', 'mix', 'chanadal', 'with', '2', 'cups', 'water', 'rinse', 'dal', 'using', 'your', 'hand', 'to', 'get', 'rid', 'of', 'any', 'starch', 'or', 'residue', 'on', 'dal', 'two', 'to', 'three', 'times', 'changing', 'and', 'rinsing', 'out', 'the', 'water.than', 'let', 'it', 'soak', 'in', '2', 'cups', 'water', 'for', '30', 'minutes.set', 'it', 'aside', 'grease', 'a', 'stockpot', 'bottom', 'with', '2', 'teaspoon', 'oil', 'spread', 'a', 'layer', 'of', 'onions', 'top', 'with', 'a', 'layer', 'of', 'just', 'chanadal', 'not', 'the', 'water', 'top', 'that', 'with', 'layer', 'of', 'diced', 'tomatoes', 'repeat', 'layers', 'until', 'finished.add', 'ginger', 'cayenne', 'pepper', 'or', 'serrano', 'chillies', 'salt', 'turmeric', 'powder', 'and', 'thawed', 'spinach', 'and', 'dill', 'if', 'you', 'are', 'using', 'it', '.add', 'the', 'water', 'in', 'which', 'dal', 'lentils', 'was', 'soaked', 'add', 'more', 'water', 'if', 'needed', 'to', 'bring', 'water', 'level', 'just', 'above', 'the', 'level', 'of', 'ingredients.cover', 'cook', 'on', 'medium', 'high', 'for', '35-40', 'minutes', 'uncover', 'the', 'pot', 'give', 'a', 'thorough', 'stir', 'check', 'if', 'lentil', 'is', 'so', 'tender', 'that', 'it', 'could', 'be', 'mashed', 'easily', 'if', 'not', 'add', 'water', 'if', 'needed', 'stir', 'cook', 'for', 'another', '10-15', 'minutes', 'on', 'medium', 'heat.uncover', 'using', 'a', 'whisk', 'mash', 'every', 'thing', 'gently', 'not', 'to', 'make', 'a', 'paste', 'just', 'to', 'crumble', 'lentil', 'a', 'bit.taste', 'add', 'salt', 'pepper', 'if', 'needed', 'add', 'mango', 'powder', 'or', 'lime', 'juice', 'mix', 'it', 'well', 'lower', 'the', 'heat', 'to', 'low', 'in', 'a', 'frying', 'pan', 'heat', 'the', 'remaining', '2', 'teaspoon', 'oil', 'on', 'medium', 'high', 'add', 'garlic', 'stirring', 'until', 'garlic', 'golden', 'brown', 'but', 'not', 'burnt', 'as', 'burnt', 'garlic', 'will', 'give', 'bitter', 'taste', 'add', 'it', 'to', 'the', 'main', 'dish', 'stir', 'heat', 'it', 'covered', 'half', 'way', 'on', 'medium', 'high', 'heat', 'until', 'water', 'has', 'evaporated', 'serve', 'with', 'basmati', 'rice', 'chapati', 'with', 'side', 'of', 'peeled', 'and', 'sliced', 'radishes', 'in', 'india', 'we', 'seve', 'it', 'with', 'muli']","['bowl', 'mix', 'chanadal', 'water', 'rinse', 'dal', 'using', 'hand', 'get', 'rid', 'starch', 'residue', 'dal', 'two', 'three', 'times', 'changing', 'rinsing', 'water.than', 'let', 'soak', 'water', 'minutes.set', 'aside', 'grease', 'stockpot', 'bottom', 'oil', 'spread', 'layer', 'onions', 'top', 'layer', 'chanadal', 'water', 'top', 'layer', 'diced', 'tomatoes', 'repeat', 'layers', 'finished.add', 'ginger', 'cayenne', 'pepper', 'serrano', 'chillies', 'salt', 'turmeric', 'powder', 'thawed', 'spinach', 'dill', 'using', '.add', 'water', 'dal', 'lentils', 'soaked', 'add', 'water', 'needed', 'bring', 'water', 'level', 'level', 'ingredients.cover', 'cook', 'medium', 'high', 'uncover', 'pot', 'give', 'thorough', 'stir', 'check', 'lentil', 'tender', 'could', 'mashed', 'easily', 'add', 'water', 'needed', 'stir', 'cook', 'another', 'medium', 'heat.uncover', 'using', 'whisk', 'mash', 'every', 'thing', 'gently', 'make', 'paste', 'crumble', 'lentil', 'bit.taste', 'add', 'salt', 'pepper', 'needed', 'add', 'mango', 'powder', 'lime', 'juice', 'mix', 'well', 'lower', 'heat', 'low', 'frying', 'pan', 'heat', 'remaining', 'oil', 'medium', 'high', 'add', 'garlic', 'stirring', 'garlic', 'golden', 'brown', 'burnt', 'burnt', 'garlic', 'give', 'bitter', 'taste', 'add', 'main', 'dish', 'stir', 'heat', 'covered', 'half', 'way', 'medium', 'high', 'heat', 'water', 'evaporated', 'serve', 'basmati', 'rice', 'chapati', 'side', 'peeled', 'sliced', 'radishes', 'india', 'seve', 'muli']",Indian
4277,"['heat', 'oil', 'in', 'large', 'skillet', 'over', 'medium-high', 'heat', 'add', 'garlic', 'and', 'saute', '2', 'minutes', 'transfer', 'garlic', 'to', 'small', 'bowl', 'using', 'slotted', 'spoon', 'add', 'lamb', 'to', 'pan', 'in', 'batches', 'and', 'brown', 'well', 'about', '10', 'minutes', 'return', 'garlic', 'to', 'pan', 'add', 'wine', 'and', 'bring', 'to', 'boil', 'scraping', 'up', 'any', 'browned', 'bits', 'add', 'tomatoes', 'with', 'juices', 'and', 'bring', 'to', 'boil', 'reduce', 'heat', 'and', 'simmer', 'until', 'lamb', 'is', 'tender', 'breaking', 'up', 'tomatoes', 'with', 'spoon', 'about', '30', 'minutes', 'can', 'be', 'prepared', '1', 'day', 'ahead', 'cover', 'and', 'refrigerate', 'bring', 'sauce', 'to', 'simmer', 'before', 'continuing.', 'cook', 'pasta', 'in', 'large', 'pot', 'of', 'boiling', 'salted', 'water', 'until', 'just', 'tender', 'but', 'still', 'firm', 'to', 'bite', 'stirring', 'occasionally', 'to', 'prevent', 'sticking', 'drain', 'well', 'mix', 'pasta', 'beans', 'arugala', 'and', 'salt', 'and', 'pepper', 'to', 'taste', 'into', 'sauce', 'and', 'stir', 'to', 'heat', 'through', 'transfer', 'to', 'large', 'bowl', 'and', 'serve', 'with', 'cheese']","['heat', 'oil', 'large', 'skillet', 'medium', 'high', 'heat', 'add', 'garlic', 'saute', 'transfer', 'garlic', 'small', 'bowl', 'using', 'slotted', 'spoon', 'add', 'lamb', 'pan', 'batches', 'brown', 'well', 'return', 'garlic', 'pan', 'add', 'wine', 'bring', 'boil', 'scraping', 'browned', 'bits', 'add', 'tomatoes', 'juices', 'bring', 'boil', 'reduce', 'heat', 'simmer', 'lamb', 'tender', 'breaking', 'tomatoes', 'spoon', 'prepared', 'day', 'ahead', 'cover', 'refrigerate', 'bring', 'sauce', 'simmer', 'continuing.', 'cook', 'pasta', 'large', 'pot', 'boiling', 'salted', 'water', 'tender', 'still', 'firm', 'bite', 'stirring', 'occasionally', 'prevent', 'sticking', 'drain', 'well', 'mix', 'pasta', 'beans', 'arugala', 'salt', 'pepper', 'taste', 'sauce', 'stir', 'heat', 'transfer', 'large', 'bowl', 'serve', 'cheese']",Italian
11997,"['make', '2', 'deep', 'slits', 'on', 'each', 'side', 'of', 'the', 'chicken', 'mix', 'all', 'the', 'ingredients', 'apply', 'the', 'mixture', 'evenly', 'on', 'the', 'chicken', 'marinate', 'for', '30', 'minutes', 'then', 'place', 'the', 'chicken', 'in', 'a', 'pan', 'cover', 'and', 'cook', 'on', 'low', 'heat', 'for', '10-15', 'minutes', 'or', 'until', 'the', 'chicken', 'is', 'fully', 'tender', 'remove', 'from', 'heat', 'heat', 'oil', 'in', 'a', 'wok', 'fry', 'the', 'chicken', 'on', 'each', 'side', 'on', 'low', 'heat', 'for', 'about', '2', 'minutes', 'or', 'until', 'very', 'light', 'brown', 'serve', 'hot', 'with', 'fresh', 'salad', 'and', 'mint', 'chutney']","['make', 'deep', 'slits', 'side', 'chicken', 'mix', 'ingredients', 'apply', 'mixture', 'evenly', 'chicken', 'marinate', 'place', 'chicken', 'pan', 'cover', 'cook', 'low', 'heat', 'chicken', 'fully', 'tender', 'remove', 'heat', 'heat', 'oil', 'wok', 'fry', 'chicken', 'side', 'low', 'heat', 'light', 'brown', 'serve', 'hot', 'fresh', 'salad', 'mint', 'chutney']",Indian
846,"['heat', 'olive', 'oil', 'in', 'a', 'dutch', 'oven', 'over', 'medium', 'heat', 'add', 'the', 'onion', 'and', 'one', 'teaspoon', 'of', 'salt', 'and', 'saute', 'until', 'translucent', 'about', '5', 'minutes', 'add', 'the', 'garlic', 'and', 'saute', 'until', 'fragrant', 'about', 'thirty', 'seconds', 'pour', 'in', 'the', 'tomatos', 'juices', 'and', 'broth', 'add', 'one', 'tablespoon', 'of', 'the', 'brown', 'sugar', 'bay', 'leaf', 'anise', 'red', 'pepper', 'flakes', 'and', 'one', 'teaspoon', 'of', 'salt', 'increase', 'heat', 'to', 'gring', 'the', 'soup', 'to', 'a', 'boil', 'then', 'reduce', 'to', 'a', 'simmer', 'simmer', 'for', '10', 'minutes', 'remove', 'the', 'bay', 'leaf', 'and', 'star', 'anise', 'add', 'the', 'oregano', 'thyme', 'bread', 'and', 'beans', 'stir', 'to', 'combine', 'simmer', 'for', 'another', '5', 'minutes', 'or', 'until', 'the', 'breadhas', 'soaked', 'up', 'the', 'majority', 'of', 'the', 'broth', 'and', 'becomes', 'mushy', 'serve', 'in', 'separate', 'bowls', 'and', 'garnish', 'with', 'parmesan']","['heat', 'olive', 'oil', 'dutch', 'oven', 'medium', 'heat', 'add', 'onion', 'one', 'salt', 'saute', 'translucent', 'add', 'garlic', 'saute', 'fragrant', 'thirty', 'seconds', 'pour', 'tomatos', 'juices', 'broth', 'add', 'one', 'brown', 'sugar', 'bay', 'leaf', 'anise', 'red', 'pepper', 'flakes', 'one', 'salt', 'increase', 'heat', 'gring', 'soup', 'boil', 'reduce', 'simmer', 'simmer', 'remove', 'bay', 'leaf', 'star', 'anise', 'add', 'oregano', 'thyme', 'bread', 'beans', 'stir', 'combine', 'simmer', 'another', 'breadhas', 'soaked', 'majority', 'broth', 'becomes', 'mushy', 'serve', 'separate', 'bowls', 'garnish', 'parmesan']",Italian
2519,"['stir', 'yeast', 'flaxseed', 'meal', 'and', 'sugar', 'into', '2', 'cups', 'warm', 'water', 'let', 'stand', '10', 'minutes', 'or', 'until', 'liquid', 'is', 'cloudy', 'meanwhile', 'whisk', 'together', 'tapioca', 'starch', 'rice', 'flours', 'xanthan', 'gum', 'and', 'salt', 'in', 'large', 'bowl', 'stir', 'yeast', 'mixture', 'into', 'flour', 'mixture', 'until', 'soft', 'dough', 'begins', 'to', 'form', 'then', 'stir', 'in', 'oil', 'coat', 'two', '13-inch', 'round', 'pizza', 'pans', 'or', 'one', '18-', 'x', '13-inch', 'baking', 'sheet', 'with', 'oil', 'divide', 'dough', 'between', 'round', 'pans', 'or', 'scoop', 'into', 'baking', 'sheet', 'and', 'coat', 'hands', 'with', 'oil', 'gently', 'press', 'and', 'shape', 'dough', 'by', 'hand', 'to', 'fit', 'prepared', 'pan', 's', 'the', 'dough', 'will', 'shrink', 'as', 'it', 'bakes', 'so', 'be', 'sure', 'to', 'spread', 'all', 'the', 'way', 'to', 'the', 'edges', 'of', 'the', 'pan', 'set', 'dough', 'aside', 'in', 'warm', 'place', 'to', 'rise', '1', '1/2', 'hours', 'you', 'won', '’', 't', 'see', 'much', 'but', 'the', 'yeast', 'will', 'be', 'working.', 'preheat', 'oven', 'to', '425°f', 'par-bake', 'pizza', 'crusts', '15', 'to', '20', 'minutes', 'or', 'until', 'just', 'golden', 'brown', 'at', 'this', 'point', 'you', 'can', 'keep', 'the', 'par-baked', 'crusts', 'in', 'the', 'fridge', 'for', 'up', 'to', 'two', 'days', 'or', 'freeze', 'for', 'up', 'to', 'three', 'months', 'add', 'preferred', 'toppings', 'return', 'to', 'oven', 'and', 'bake', '5', 'to', '7', 'minutes', 'more', 'or', 'until', 'cheeses', 'begin', 'to', 'melt', 'and/or', 'toppings', 'brown', 'because', 'of', 'the', 'short', 'baking', 'time', 'you', 'should', 'use', 'toppings', 'that', 'do', 'not', 'require', 'cooking', 'no', 'raw', 'sausage', 'for', 'example', 'fresh', 'mozzarella', 'thinly', 'sliced', 'soft', 'veggies', 'fresh', 'herbs', 'etc', 'would', 'be', 'great']","['stir', 'yeast', 'flaxseed', 'meal', 'sugar', 'warm', 'water', 'let', 'stand', 'liquid', 'cloudy', 'meanwhile', 'whisk', 'together', 'tapioca', 'starch', 'rice', 'flours', 'xanthan', 'gum', 'salt', 'large', 'bowl', 'stir', 'yeast', 'mixture', 'flour', 'mixture', 'soft', 'dough', 'begins', 'form', 'stir', 'oil', 'coat', 'two', '13', 'inch', 'round', 'pizza', 'pans', 'one', 'x', '13', 'inch', 'baking', 'sheet', 'oil', 'divide', 'dough', 'round', 'pans', 'scoop', 'baking', 'sheet', 'coat', 'hands', 'oil', 'gently', 'press', 'shape', 'dough', 'hand', 'fit', 'prepared', 'pan', 'dough', 'shrink', 'bakes', 'sure', 'spread', 'way', 'edges', 'pan', 'set', 'dough', 'aside', 'warm', 'place', 'rise', '’', 'see', 'much', 'yeast', 'working.', 'preheat', 'oven', '425°f', 'par', 'bake', 'pizza', 'crusts', 'golden', 'brown', 'point', 'keep', 'par', 'baked', 'crusts', 'fridge', 'two', 'days', 'freeze', 'three', 'months', 'add', 'preferred', 'toppings', 'return', 'oven', 'bake', 'cheeses', 'begin', 'melt', 'and/or', 'toppings', 'brown', 'short', 'baking', 'time', 'use', 'toppings', 'require', 'cooking', 'raw', 'sausage', 'example', 'fresh', 'mozzarella', 'thinly', 'sliced', 'soft', 'veggies', 'fresh', 'herbs', 'etc', 'would', 'great']",Italian
737,"['cook', 'pasta', 'as', 'per', 'box', 'in', 'pan', 'combine', 'the', 'next', '8', 'ingredients', 'simmer', 'for', 'about', '30', 'minutes', 'toss', 'pasta', 'with', 'sauce', 'chop', 'the', 'mozzarella', 'into', 'chunks', 'add', 'the', 'chunked', 'mozzo', 'right', 'before', 'serving']","['cook', 'pasta', 'per', 'box', 'pan', 'combine', 'next', 'ingredients', 'simmer', 'toss', 'pasta', 'sauce', 'chop', 'mozzarella', 'chunks', 'add', 'chunked', 'mozzo', 'right', 'serving']",Italian
3389,"['first', 'cook', 'the', 'broccoli', 'in', 'a', 'medium', 'saucepan', 'cook', 'the', 'chicken', 'in', 'the', 'olive', 'oil', 'letting', 'each', 'side', 'brown', 'leave', 'remaining', 'oil', 'drippings', 'in', 'pan', 'setting', 'the', 'chicken', 'aside', 'for', 'now', 'in', 'salted', 'walter', 'boil', 'the', 'pasta', 'not', 'quite', 'all', 'the', 'way', 'it', 'will', 'be', 'simmered', 'later', 'drain', 'the', 'pasta', 'and', 'place', 'it', 'back', 'into', 'pot', 'in', 'the', 'remaining', 'olive', 'oil', 'from', 'chicken', 'over', 'medium', 'brown', 'the', 'garlic', 'when', 'caremelized', 'add', 'the', 'heavy', 'cream', 'cornstarch', 'and', 'stir', 'well', 'stir', 'once', 'in', 'a', 'while', 'allowing', 'the', 'sauce', 'to', 'thicken', 'when', 'prepared', 'add', 'the', 'sauce', 'to', 'the', 'pasta', 'combining', 'fettuccini', 'pasta', 'chop', 'the', 'chicken', 'into', 'cubes', 'toss', 'in', 'into', 'pasta', 'add', 'broccoi', 'combine', 'well', 'add', 'in', 'salt', 'and', 'pepper', 'and', 'the', 'cheese', 'enjoy', 'remember', 'this', 'is', '4', 'servings', 'you', 'may', 'double']","['first', 'cook', 'broccoli', 'medium', 'saucepan', 'cook', 'chicken', 'olive', 'oil', 'letting', 'side', 'brown', 'leave', 'remaining', 'oil', 'drippings', 'pan', 'setting', 'chicken', 'aside', 'salted', 'walter', 'boil', 'pasta', 'quite', 'way', 'simmered', 'later', 'drain', 'pasta', 'place', 'back', 'pot', 'remaining', 'olive', 'oil', 'chicken', 'medium', 'brown', 'garlic', 'caremelized', 'add', 'heavy', 'cream', 'cornstarch', 'stir', 'well', 'stir', 'allowing', 'sauce', 'thicken', 'prepared', 'add', 'sauce', 'pasta', 'combining', 'fettuccini', 'pasta', 'chop', 'chicken', 'cubes', 'toss', 'pasta', 'add', 'broccoi', 'combine', 'well', 'add', 'salt', 'pepper', 'cheese', 'enjoy', 'remember', 'servings', 'may', 'double']",Italian
12649,"['set', 'the', 'brown', 'basmati', 'rice', 'cooking', 'as', 'instructions', 'on', 'pack', 'finely', 'chop', 'the', 'red', 'onions', 'and', 'garlic', 'heat', 'the', 'olive', 'oil', 'in', 'a', 'deep', 'frying', 'pan', 'or', 'wok', 'fry', 'the', 'onions', 'and', 'garlic', 'until', 'golden', 'chop', 'the', 'turkey', 'fillets', 'into', 'medium', 'sized', 'chunks', 'and', 'add', 'to', 'frying', 'pan', 'fry', 'until', 'golden', 'add', 'the', 'drained', 'green', 'lentils', 'and', 'cook', 'until', 'their', 'water', 'is', 'mostly', 'evaporated', 'add', 'the', 'curry', 'paste', 'and', 'tomato', 'puree', 'stirring', 'well', 'simmer', 'for', '10', 'minutes', 'serve', 'with', 'rice', 'and', 'naan', 'bread', 'if', 'you', ""'re"", 'feeling', 'naughty', 'drizzled', 'with', 'natural', 'yoghurt', 'to', 'taste']","['set', 'brown', 'basmati', 'rice', 'cooking', 'instructions', 'pack', 'finely', 'chop', 'red', 'onions', 'garlic', 'heat', 'olive', 'oil', 'deep', 'frying', 'pan', 'wok', 'fry', 'onions', 'garlic', 'golden', 'chop', 'turkey', 'fillets', 'medium', 'sized', 'chunks', 'add', 'frying', 'pan', 'fry', 'golden', 'add', 'drained', 'green', 'lentils', 'cook', 'water', 'mostly', 'evaporated', 'add', 'curry', 'paste', 'tomato', 'puree', 'stirring', 'well', 'simmer', 'serve', 'rice', 'naan', 'bread', 'feeling', 'naughty', 'drizzled', 'natural', 'yoghurt', 'taste']",Indian
11994,"['boil', 'the', 'lentils', 'with', 'the', 'turmeric', 'in', 'the', 'water', 'till', 'soft', 'remove', 'from', 'the', 'heat', 'and', 'set', 'aside', 'heat', 'the', 'oil', 'in', 'a', 'small', 'pan', 'and', 'fry', 'the', 'seeds', 'till', 'they', 'splutter', 'add', 'the', 'green', 'chillies', 'eggplant', 'chilli', 'powder', 'and', 'salt', 'fry', 'for', '30', 'seconds', 'and', 'add', 'the', 'tomato', 'cook', 'till', 'the', 'tomato', 'and', 'aubergine', 'is', 'soft', 'add', 'the', 'lemon', 'juice', 'add', 'the', 'lentil', 'mixture', 'to', 'the', 'spiced', 'vegetables', 'reduce', 'the', 'heat', 'and', 'cook', 'over', 'low', 'heat', 'for', '5', 'minutes', 'serve', 'as', 'a', 'side', 'to', 'a', 'good', 'curry', 'and', 'enjoy']","['boil', 'lentils', 'turmeric', 'water', 'till', 'soft', 'remove', 'heat', 'set', 'aside', 'heat', 'oil', 'small', 'pan', 'fry', 'seeds', 'till', 'splutter', 'add', 'green', 'chillies', 'eggplant', 'chilli', 'powder', 'salt', 'fry', 'seconds', 'add', 'tomato', 'cook', 'till', 'tomato', 'aubergine', 'soft', 'add', 'lemon', 'juice', 'add', 'lentil', 'mixture', 'spiced', 'vegetables', 'reduce', 'heat', 'cook', 'low', 'heat', 'serve', 'side', 'good', 'curry', 'enjoy']",Indian
